PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,Days_To_Delivery,Days_Past_Due,Cost_Savings,Delivery_Performance,Due_This_Week,Past_Due_Bucket
PO-00167,Delta_Logistics,2023-06-04,2023-06-17,Electronics,Delivered,148,103.57,98.62,23.0,No,13.0,477.0,732.5999999999983,Delayed,0,60+
PO-00168,Delta_Logistics,2022-04-19,2022-04-24,MRO,Delivered,733,23.59,22.85,92.0,Yes,5.0,896.0,542.4199999999988,On Time,0,60+
PO-00169,Beta_Supplies,2023-10-03,2023-10-05,Raw Materials,Delivered,1945,103.2,88.56,0.0,Yes,2.0,367.0,28474.800000000003,On Time,0,60+
PO-00170,Gamma_Co,2022-11-02,2022-11-21,Raw Materials,Delivered,775,57.0,49.14,48.0,Yes,19.0,685.0,6091.5,Delayed,0,60+
PO-00171,Delta_Logistics,2023-10-17,2023-10-21,Packaging,Delivered,1620,36.73,33.45,235.0,No,4.0,351.0,5313.59999999999,On Time,0,60+
PO-00172,Beta_Supplies,2023-06-04,2023-06-19,Office Supplies,Delivered,1010,55.68,50.86,0.0,Yes,15.0,475.0,4868.200000000001,Delayed,0,60+
PO-00173,Epsilon_Group,2023-09-16,2023-10-01,Office Supplies,Delivered,1812,108.02,101.02,51.0,Yes,15.0,371.0,12684.0,Delayed,0,60+
PO-00174,Delta_Logistics,2022-07-23,2022-07-28,Office Supplies,Delivered,662,55.97,50.0,100.0,Yes,5.0,801.0,3952.1399999999994,On Time,0,60+
PO-00175,Beta_Supplies,2022-06-06,2022-06-11,Office Supplies,Pending,1535,40.58,38.71,165.0,Yes,5.0,848.0,2870.449999999996,Pending,0,60+
PO-00176,Beta_Supplies,2023-01-18,2023-01-27,Raw Materials,Delivered,692,71.03,67.74,70.0,Yes,9.0,618.0,2276.6800000000044,On Time,0,60+
PO-00177,Gamma_Co,2022-06-15,2022-06-28,MRO,Delivered,1842,32.4,28.08,96.0,Yes,13.0,831.0,7957.4400000000005,Delayed,0,60+
PO-00178,Beta_Supplies,2023-07-07,2023-07-18,Office Supplies,Cancelled,1078,18.34,17.41,102.0,Yes,11.0,446.0,1002.5399999999997,On Time,0,60+
PO-00179,Delta_Logistics,2023-06-28,2023-07-16,Packaging,Delivered,1291,23.44,22.23,0.0,Yes,18.0,448.0,1562.110000000001,Delayed,0,60+
PO-00180,Alpha_Inc,2022-01-01,2022-01-12,Electronics,Delivered,552,21.52,18.79,13.0,Yes,11.0,998.0,1506.9600000000003,Delayed,0,60+
PO-00181,Epsilon_Group,2023-09-06,2023-09-22,Electronics,Delivered,816,26.04,25.61,28.0,Yes,16.0,380.0,350.87999999999977,Delayed,0,60+
PO-00182,Delta_Logistics,2022-11-28,2022-11-30,Packaging,Delivered,447,23.62,21.81,50.0,Yes,2.0,676.0,809.0700000000011,On Time,0,60+
PO-00183,Delta_Logistics,2023-05-16,2023-05-24,Packaging,Partially Delivered,920,73.09,70.14,0.0,Yes,8.0,501.0,2714.0000000000027,On Time,0,60+
PO-00184,Epsilon_Group,2022-01-20,2022-01-30,Packaging,Partially Delivered,844,26.37,25.08,38.0,Yes,10.0,980.0,1088.7600000000023,On Time,0,60+
PO-00185,Epsilon_Group,2022-04-25,,MRO,Delivered,442,41.73,36.45,15.0,Yes,,0.0,2333.7599999999975,On Time,0,Not Past Due
PO-00186,Beta_Supplies,2023-01-07,2023-01-21,Electronics,Cancelled,256,96.15,83.44,26.0,Yes,14.0,624.0,3253.760000000002,On Time,0,60+
PO-00187,Delta_Logistics,2022-11-11,,MRO,Partially Delivered,1088,55.29,53.04,161.0,No,,0.0,2448.0,On Time,0,Not Past Due
PO-00188,Beta_Supplies,2022-09-03,2022-09-07,Office Supplies,Delivered,1931,72.88,64.69,187.0,Yes,4.0,760.0,15814.889999999996,On Time,0,60+
PO-00189,Gamma_Co,2022-03-01,2022-03-11,Electronics,Delivered,1627,25.76,25.09,74.0,Yes,10.0,940.0,1090.0900000000029,On Time,0,60+
PO-00190,Beta_Supplies,2022-09-04,,Packaging,Delivered,941,28.4,27.21,0.0,No,,0.0,1119.789999999998,On Time,0,Not Past Due
PO-00191,Gamma_Co,2023-08-04,2023-08-06,MRO,Delivered,1534,14.98,12.79,0.0,Yes,2.0,427.0,3359.460000000002,On Time,0,60+
PO-00192,Alpha_Inc,2022-03-22,2022-04-03,Raw Materials,Delivered,1764,25.46,24.52,46.0,Yes,12.0,917.0,1658.1600000000024,Delayed,0,60+
PO-00193,Delta_Logistics,2022-03-29,2022-04-06,Electronics,Delivered,1648,35.42,31.46,0.0,No,8.0,914.0,6526.080000000002,On Time,0,60+
PO-00194,Gamma_Co,2023-05-13,2023-06-01,Packaging,Delivered,913,28.01,24.06,53.0,Yes,19.0,493.0,3606.3500000000026,Delayed,0,60+
PO-00195,Alpha_Inc,2022-03-12,2022-03-18,Packaging,Cancelled,792,18.16,17.25,17.0,Yes,6.0,933.0,720.7200000000001,On Time,0,60+
PO-00196,Epsilon_Group,2023-06-30,2023-07-03,Office Supplies,Partially Delivered,1314,22.63,21.06,44.0,Yes,3.0,461.0,2062.9800000000005,On Time,0,60+
PO-00197,Beta_Supplies,2022-05-09,2022-05-22,MRO,Delivered,613,52.5,45.19,70.0,Yes,13.0,868.0,4481.030000000002,Delayed,0,60+
PO-00198,Alpha_Inc,2022-05-12,2022-05-20,Office Supplies,Delivered,1070,29.14,26.63,24.0,Yes,8.0,870.0,2685.7000000000016,On Time,0,60+
PO-00199,Gamma_Co,2023-11-07,2023-11-26,Raw Materials,Partially Delivered,145,47.49,42.76,6.0,Yes,19.0,315.0,685.8500000000006,On Time,0,60+
PO-00200,Delta_Logistics,2023-05-02,2023-05-17,Raw Materials,Delivered,1973,59.73,54.95,291.0,Yes,15.0,508.0,9430.939999999988,Delayed,0,60+
PO-00201,Epsilon_Group,2023-07-17,2023-08-01,Office Supplies,Delivered,1807,78.63,73.08,100.0,Yes,15.0,432.0,10028.849999999995,Delayed,0,60+
PO-00202,Epsilon_Group,2022-06-19,2022-06-20,Electronics,Delivered,534,13.88,12.51,100.0,Yes,1.0,839.0,731.5800000000005,On Time,0,60+
PO-00203,Alpha_Inc,2022-09-29,2022-10-14,Electronics,Delivered,1480,85.22,75.48,100.0,Yes,15.0,723.0,14415.199999999992,Delayed,0,60+
PO-00204,Alpha_Inc,2023-06-25,,Office Supplies,Delivered,280,72.16,62.38,100.0,Yes,,0.0,2738.3999999999983,On Time,0,Not Past Due
PO-00205,Beta_Supplies,2023-09-14,2023-09-20,Office Supplies,Cancelled,798,19.09,17.76,100.0,Yes,6.0,382.0,1061.3399999999986,On Time,0,60+
PO-00206,Epsilon_Group,2023-03-10,2023-03-22,Electronics,Delivered,1728,94.83,90.2,100.0,Yes,12.0,564.0,8000.639999999992,Delayed,0,60+
PO-00207,Epsilon_Group,2022-08-05,,MRO,Delivered,1244,96.13,84.78,43.0,Yes,,0.0,14119.399999999992,On Time,0,Not Past Due
PO-00208,Beta_Supplies,2023-07-07,2023-07-21,Office Supplies,Delivered,590,16.89,15.56,46.0,No,14.0,443.0,784.7,Delayed,0,60+
PO-00209,Delta_Logistics,2023-12-08,2023-12-23,Packaging,Delivered,1109,38.93,33.33,152.0,Yes,15.0,288.0,6210.4000000000015,Delayed,0,60+
PO-00210,Beta_Supplies,2022-07-25,2022-08-01,MRO,Delivered,574,85.03,82.55,54.0,Yes,7.0,797.0,1423.5200000000023,On Time,0,60+
PO-00211,Gamma_Co,2024-01-01,,Office Supplies,Delivered,1233,86.62,76.59,65.0,Yes,,0.0,12366.990000000002,On Time,0,Not Past Due
PO-00212,Gamma_Co,2022-11-16,2022-11-20,Packaging,Delivered,1912,27.94,25.59,83.0,No,4.0,686.0,4493.200000000003,On Time,0,60+
PO-00213,Alpha_Inc,2023-02-13,2023-03-04,Packaging,Delivered,1772,30.72,27.76,46.0,No,19.0,582.0,5245.119999999995,Delayed,0,60+
PO-00214,Beta_Supplies,2023-11-19,2023-11-29,Office Supplies,Delivered,1316,48.11,41.9,135.0,Yes,10.0,312.0,8172.3600000000015,On Time,0,60+
PO-00215,Beta_Supplies,2023-10-28,,Office Supplies,Delivered,1159,59.24,58.08,0.0,Yes,,0.0,1344.4400000000044,On Time,0,Not Past Due
PO-00216,Alpha_Inc,2023-01-18,2023-01-31,Office Supplies,Delivered,1869,69.58,67.5,31.0,Yes,13.0,614.0,3887.519999999997,Delayed,0,60+
PO-00217,Delta_Logistics,2023-03-25,2023-04-13,Packaging,Delivered,627,46.23,42.87,0.0,Yes,19.0,542.0,2106.72,Delayed,0,60+
PO-00218,Beta_Supplies,2023-06-14,2023-06-16,Raw Materials,Pending,731,56.02,54.78,70.0,No,2.0,478.0,906.4400000000014,Pending,0,60+
PO-00219,Epsilon_Group,2023-04-08,,Office Supplies,Cancelled,606,83.07,79.22,16.0,Yes,,0.0,2333.0999999999967,On Time,0,Not Past Due
PO-00220,Beta_Supplies,2022-05-04,2022-05-14,Office Supplies,Delivered,1647,13.57,12.33,157.0,Yes,10.0,876.0,2042.2800000000004,On Time,0,60+
PO-00221,Delta_Logistics,2022-09-11,2022-09-19,MRO,Delivered,1062,34.03,30.46,0.0,Yes,8.0,748.0,3791.34,On Time,0,60+
PO-00222,Beta_Supplies,2022-08-19,2022-08-31,Office Supplies,Delivered,695,76.8,69.76,0.0,No,12.0,767.0,4892.799999999995,Delayed,0,60+
PO-00223,Epsilon_Group,2022-03-07,2022-03-14,MRO,Delivered,845,91.47,86.97,0.0,Yes,7.0,937.0,3802.5,On Time,0,60+
PO-00224,Gamma_Co,2022-12-13,2022-12-18,MRO,Delivered,1101,59.13,52.51,54.0,Yes,5.0,658.0,7288.620000000005,On Time,0,60+
PO-00225,Gamma_Co,2022-01-22,2022-01-24,Raw Materials,Delivered,1693,57.89,49.84,88.0,Yes,2.0,986.0,13628.649999999996,On Time,0,60+
PO-00226,Delta_Logistics,2023-08-26,2023-09-10,Office Supplies,Cancelled,1629,21.51,19.41,250.0,No,15.0,392.0,3420.9000000000024,On Time,0,60+
PO-00227,Delta_Logistics,2023-07-22,2023-08-03,Raw Materials,Delivered,1413,54.79,50.42,0.0,Yes,12.0,430.0,6174.809999999997,Delayed,0,60+
PO-00228,Epsilon_Group,2022-08-24,2022-08-27,Packaging,Delivered,1871,59.96,58.54,47.0,Yes,3.0,771.0,2656.8200000000033,On Time,0,60+
PO-00229,Gamma_Co,2023-08-26,,Raw Materials,Delivered,1404,34.85,30.5,78.0,Yes,,0.0,6107.400000000002,On Time,0,Not Past Due
PO-00230,Gamma_Co,2022-08-14,2022-08-28,Electronics,Delivered,1713,35.43,34.11,74.0,Yes,14.0,770.0,2261.1600000000003,Delayed,0,60+
PO-00231,Gamma_Co,2022-01-08,2022-01-13,Electronics,Delivered,1579,43.96,43.41,74.0,Yes,5.0,997.0,868.4500000000068,On Time,0,60+
PO-00232,Gamma_Co,2022-03-14,2022-03-26,Electronics,Delivered,1421,11.92,11.72,76.0,Yes,12.0,925.0,284.19999999999897,Delayed,0,60+
PO-00233,Epsilon_Group,2023-12-26,2024-01-04,MRO,Delivered,1546,43.47,37.37,53.0,Yes,9.0,276.0,9430.600000000002,On Time,0,60+
PO-00234,Delta_Logistics,2023-10-09,2023-10-18,Electronics,Delivered,1304,32.08,29.36,0.0,Yes,9.0,354.0,3546.8799999999983,On Time,0,60+
PO-00235,Delta_Logistics,2022-03-02,,Raw Materials,Delivered,239,39.87,35.47,32.0,Yes,,0.0,1051.5999999999997,On Time,0,Not Past Due
PO-00236,Alpha_Inc,2022-08-23,,Office Supplies,Delivered,1298,21.51,20.83,0.0,Yes,,0.0,882.6400000000042,On Time,0,Not Past Due
PO-00237,Delta_Logistics,2022-03-11,,MRO,Delivered,1458,91.05,81.56,220.0,Yes,,0.0,13836.419999999993,On Time,0,Not Past Due
PO-00238,Gamma_Co,2022-02-02,2022-02-13,MRO,Delivered,1450,63.74,59.11,71.0,Yes,11.0,966.0,6713.500000000004,Delayed,0,60+
PO-00239,Beta_Supplies,2022-12-05,2022-12-20,Electronics,Delivered,1356,75.03,63.86,131.0,Yes,15.0,656.0,15146.520000000002,Delayed,0,60+
PO-00240,Gamma_Co,2022-03-14,,Packaging,Delivered,682,81.84,71.86,40.0,Yes,,0.0,6806.360000000002,On Time,0,Not Past Due
PO-00241,Gamma_Co,2023-06-11,2023-06-19,Packaging,Delivered,677,59.52,55.29,39.0,Yes,8.0,475.0,2863.7100000000028,On Time,0,60+
PO-00242,Delta_Logistics,2022-09-01,2022-09-14,Office Supplies,Delivered,1022,18.54,16.55,150.0,Yes,13.0,753.0,2033.7799999999984,Delayed,0,60+
PO-00243,Alpha_Inc,2022-10-13,,Raw Materials,Delivered,1818,60.96,57.13,41.0,Yes,,0.0,6962.939999999997,On Time,0,Not Past Due
PO-00244,Epsilon_Group,2023-11-17,2023-11-29,Electronics,Delivered,1332,69.73,63.8,41.0,Yes,12.0,312.0,7898.760000000009,Delayed,0,60+
PO-00245,Beta_Supplies,2023-05-13,2023-05-26,Raw Materials,Delivered,1432,83.26,77.67,174.0,Yes,13.0,499.0,8004.880000000005,Delayed,0,60+
PO-00246,Beta_Supplies,2022-08-08,2022-08-26,Packaging,Pending,759,50.56,46.47,63.0,No,18.0,772.0,3104.3100000000027,Pending,0,60+
PO-00247,Alpha_Inc,2023-07-07,2023-07-19,Packaging,Delivered,1529,23.42,22.44,30.0,Yes,12.0,445.0,1498.4200000000008,Delayed,0,60+
PO-00248,Gamma_Co,2022-05-16,2022-05-25,Electronics,Delivered,1484,36.25,31.8,61.0,Yes,9.0,865.0,6603.799999999999,On Time,0,60+
PO-00249,Epsilon_Group,2023-08-08,2023-08-20,Packaging,Delivered,698,46.73,45.61,15.0,Yes,12.0,413.0,781.7599999999982,Delayed,0,60+
PO-00250,Epsilon_Group,2023-08-14,2023-08-22,Packaging,Pending,367,74.61,71.36,13.0,Yes,8.0,411.0,1192.75,Pending,0,60+
PO-00251,Epsilon_Group,2023-04-30,2023-05-20,Office Supplies,Partially Delivered,1750,65.97,58.34,50.0,Yes,20.0,505.0,13352.499999999993,On Time,0,60+
PO-00252,Delta_Logistics,2022-09-06,2022-09-24,Office Supplies,Partially Delivered,1298,43.73,37.21,0.0,No,18.0,743.0,8462.959999999995,On Time,0,60+
PO-00253,Gamma_Co,2023-04-30,2023-05-20,Packaging,Delivered,1892,106.2,96.37,93.0,Yes,20.0,505.0,18598.359999999997,Delayed,0,60+
PO-00254,Beta_Supplies,2023-02-21,2023-02-24,Electronics,Delivered,1307,68.71,60.64,141.0,Yes,3.0,590.0,10547.48999999999,On Time,0,60+
PO-00255,Beta_Supplies,2022-07-14,2022-07-29,Electronics,Delivered,733,32.29,29.01,78.0,Yes,15.0,800.0,2404.2399999999984,Delayed,0,60+
PO-00256,Gamma_Co,2022-04-07,,Packaging,Delivered,713,19.45,18.82,31.0,Yes,,0.0,449.1899999999993,On Time,0,Not Past Due
PO-00257,Beta_Supplies,2022-04-10,2022-04-24,Packaging,Delivered,1900,24.11,23.45,188.0,Yes,14.0,896.0,1254.0000000000002,Delayed,0,60+
PO-00258,Delta_Logistics,2023-11-06,2023-11-08,MRO,Cancelled,1447,35.67,35.07,224.0,No,2.0,333.0,868.2000000000021,On Time,0,60+
PO-00259,Epsilon_Group,2023-03-18,,Office Supplies,Delivered,1745,26.17,22.25,55.0,Yes,,0.0,6840.400000000003,On Time,0,Not Past Due
PO-00260,Beta_Supplies,2022-12-29,2023-01-14,Office Supplies,Delivered,1681,28.26,26.62,143.0,Yes,16.0,631.0,2756.840000000001,Delayed,0,60+
PO-00261,Delta_Logistics,2023-03-10,2023-03-18,Electronics,Delivered,1545,38.15,36.96,214.0,Yes,8.0,568.0,1838.5499999999965,On Time,0,60+
PO-00262,Epsilon_Group,2023-02-25,2023-03-02,Raw Materials,Delivered,1306,27.27,25.96,39.0,Yes,5.0,584.0,1710.8599999999983,On Time,0,60+
PO-00263,Gamma_Co,2023-04-24,2023-05-06,Raw Materials,Delivered,1765,97.51,84.3,65.0,Yes,12.0,519.0,23315.650000000012,Delayed,0,60+
PO-00264,Gamma_Co,2022-02-25,2022-03-15,Packaging,Cancelled,1186,17.31,16.0,64.0,Yes,18.0,936.0,1553.6599999999985,On Time,0,60+
PO-00265,Delta_Logistics,2023-11-21,2023-11-26,Packaging,Delivered,1903,63.5,56.09,254.0,Yes,5.0,315.0,14101.229999999994,On Time,0,60+
PO-00266,Delta_Logistics,2023-11-01,2023-11-05,MRO,Delivered,1570,52.1,47.87,0.0,No,4.0,336.0,6641.100000000006,On Time,0,60+
PO-00267,Delta_Logistics,2023-10-24,2023-11-13,MRO,Delivered,491,108.75,93.35,0.0,No,20.0,328.0,7561.400000000002,Delayed,0,60+
PO-00268,Beta_Supplies,2022-04-11,2022-04-20,Electronics,Partially Delivered,613,20.38,20.17,58.0,Yes,9.0,900.0,128.72999999999834,On Time,0,60+
PO-00269,Gamma_Co,2022-03-04,2022-03-16,Raw Materials,Partially Delivered,1341,46.27,43.94,63.0,Yes,12.0,935.0,3124.530000000007,On Time,0,60+
PO-00270,Beta_Supplies,2023-02-17,2023-03-04,MRO,Partially Delivered,1583,103.57,89.38,164.0,Yes,15.0,582.0,22462.769999999997,On Time,0,60+
PO-00271,Beta_Supplies,2022-12-14,,Raw Materials,Cancelled,1880,92.73,90.78,173.0,Yes,,0.0,3666.0000000000055,On Time,0,Not Past Due
PO-00272,Epsilon_Group,2022-04-22,2022-04-26,MRO,Delivered,1459,84.79,82.72,47.0,Yes,4.0,894.0,3020.1300000000106,On Time,0,60+
PO-00273,Delta_Logistics,2022-09-12,,Office Supplies,Delivered,1460,34.54,31.87,208.0,No,,0.0,3898.199999999997,On Time,0,Not Past Due
PO-00274,Beta_Supplies,2022-07-16,2022-07-28,Packaging,Partially Delivered,1186,26.14,24.78,112.0,Yes,12.0,801.0,1612.9599999999994,On Time,0,60+
PO-00275,Epsilon_Group,2022-07-14,2022-07-23,MRO,Pending,1686,72.28,65.21,53.0,Yes,9.0,806.0,11920.020000000013,Pending,0,60+
PO-00276,Alpha_Inc,2023-07-04,2023-07-08,MRO,Delivered,1698,102.07,100.69,28.0,Yes,4.0,456.0,2343.2399999999925,On Time,0,60+
PO-00277,Epsilon_Group,2023-04-05,,Electronics,Delivered,1001,64.62,55.7,32.0,Yes,,0.0,8928.920000000002,On Time,0,Not Past Due
PO-00278,Alpha_Inc,2022-05-24,2022-05-27,Office Supplies,Delivered,1154,62.67,54.11,25.0,Yes,3.0,863.0,9878.240000000003,On Time,0,60+
PO-00279,Alpha_Inc,2023-03-09,2023-03-29,Packaging,Cancelled,748,37.66,32.71,0.0,No,20.0,557.0,3702.5999999999967,On Time,0,60+
PO-00280,Alpha_Inc,2022-07-07,,Office Supplies,Delivered,162,81.63,78.76,2.0,Yes,,0.0,464.93999999999846,On Time,0,Not Past Due
PO-00281,Alpha_Inc,2022-10-13,2022-10-24,Packaging,Delivered,51,28.04,24.13,0.0,Yes,11.0,713.0,199.41,Delayed,0,60+
PO-00282,Delta_Logistics,2023-04-19,2023-04-24,Office Supplies,Delivered,691,42.07,39.1,106.0,Yes,5.0,531.0,2052.269999999999,On Time,0,60+
PO-00283,Beta_Supplies,2022-09-13,2022-09-20,Office Supplies,Delivered,269,50.22,45.75,32.0,No,7.0,747.0,1202.4299999999996,On Time,0,60+
PO-00284,Beta_Supplies,2022-03-19,2022-04-06,Electronics,Pending,1639,56.24,55.4,147.0,Yes,18.0,914.0,1376.7600000000057,Pending,0,60+
PO-00285,Alpha_Inc,2023-03-30,2023-04-06,Raw Materials,Delivered,904,34.04,30.06,26.0,Yes,7.0,549.0,3597.9200000000005,On Time,0,60+
PO-00286,Beta_Supplies,2023-07-18,2023-07-26,Office Supplies,Delivered,1809,22.17,19.65,0.0,Yes,8.0,438.0,4558.680000000006,On Time,0,60+
PO-00287,Alpha_Inc,2022-04-11,2022-04-16,Packaging,Delivered,1298,65.93,58.95,0.0,Yes,5.0,904.0,9060.040000000005,On Time,0,60+
PO-00288,Beta_Supplies,2022-02-21,2022-03-13,Packaging,Delivered,434,36.16,34.79,41.0,Yes,20.0,938.0,594.5799999999989,Delayed,0,60+
PO-00289,Epsilon_Group,2023-10-30,2023-11-04,Electronics,Delivered,1476,68.85,65.28,43.0,Yes,5.0,337.0,5269.31999999999,On Time,0,60+
PO-00290,Delta_Logistics,2023-07-08,,Raw Materials,Partially Delivered,1711,26.04,24.81,290.0,Yes,,0.0,2104.5300000000007,On Time,0,Not Past Due
PO-00291,Gamma_Co,2022-01-16,2022-01-22,Packaging,Delivered,1203,53.3,47.68,49.0,Yes,6.0,988.0,6760.859999999997,On Time,0,60+
PO-00292,Alpha_Inc,2022-04-06,2022-04-07,Electronics,Delivered,1126,58.8,52.22,0.0,Yes,1.0,913.0,7409.079999999998,On Time,0,60+
PO-00293,Epsilon_Group,2022-08-31,2022-09-12,Packaging,Delivered,1757,15.18,13.06,63.0,Yes,12.0,755.0,3724.839999999999,Delayed,0,60+
PO-00294,Epsilon_Group,2022-06-20,2022-06-28,MRO,Delivered,779,41.3,36.28,20.0,Yes,8.0,831.0,3910.5799999999967,On Time,0,60+
PO-00295,Delta_Logistics,2023-02-21,2023-02-22,Office Supplies,Delivered,1745,23.53,22.57,282.0,No,1.0,592.0,1675.2000000000014,On Time,0,60+
PO-00296,Delta_Logistics,2023-05-13,2023-05-15,Raw Materials,Delivered,1783,16.96,15.8,295.0,Yes,2.0,510.0,2068.28,On Time,0,60+
PO-00297,Alpha_Inc,2023-05-08,2023-05-22,Office Supplies,Partially Delivered,1489,107.02,93.3,0.0,Yes,14.0,503.0,20429.079999999998,On Time,0,60+
PO-00298,Alpha_Inc,2022-08-07,2022-08-10,Office Supplies,Delivered,296,40.38,35.25,0.0,Yes,3.0,788.0,1518.4800000000007,On Time,0,60+
PO-00299,Epsilon_Group,2023-02-15,2023-02-27,MRO,Delivered,885,88.28,80.8,31.0,Yes,12.0,587.0,6619.800000000004,Delayed,0,60+
PO-00300,Epsilon_Group,2022-03-02,2022-03-06,Raw Materials,Pending,1512,33.25,30.15,53.0,Yes,4.0,945.0,4687.200000000003,Pending,0,60+
PO-00301,Delta_Logistics,2022-06-18,2022-06-26,Office Supplies,Delivered,252,73.12,67.64,0.0,No,8.0,833.0,1380.960000000001,On Time,0,60+
PO-00302,Alpha_Inc,2023-01-24,,Electronics,Cancelled,1257,83.13,81.89,30.0,Yes,,0.0,1558.6799999999935,On Time,0,Not Past Due
PO-00303,Alpha_Inc,2022-01-03,2022-01-20,Packaging,Delivered,172,63.61,55.92,4.0,Yes,17.0,990.0,1322.6799999999996,Delayed,0,60+
PO-00304,Epsilon_Group,2023-02-04,2023-02-05,Packaging,Pending,450,55.85,49.88,9.0,Yes,1.0,609.0,2686.4999999999995,Pending,0,60+
PO-00305,Gamma_Co,2022-09-29,2022-10-15,Electronics,Delivered,816,48.95,43.42,45.0,Yes,16.0,722.0,4512.480000000001,Delayed,0,60+
PO-00306,Epsilon_Group,2023-04-11,2023-04-25,Packaging,Delivered,343,44.5,38.57,7.0,Yes,14.0,530.0,2033.99,Delayed,0,60+
PO-00307,Gamma_Co,2022-10-20,2022-11-05,MRO,Delivered,329,97.87,85.35,21.0,No,16.0,701.0,4119.080000000004,Delayed,0,60+
PO-00308,Alpha_Inc,2023-03-10,2023-03-25,Electronics,Delivered,1910,90.69,85.8,0.0,Yes,15.0,561.0,9339.900000000001,Delayed,0,60+
PO-00309,Epsilon_Group,2023-12-15,2023-12-18,MRO,Delivered,933,107.99,104.29,29.0,Yes,3.0,293.0,3452.0999999999894,On Time,0,60+
PO-00310,Delta_Logistics,2023-07-24,2023-07-29,Raw Materials,Delivered,1683,23.09,21.88,253.0,Yes,5.0,435.0,2036.4300000000014,On Time,0,60+
PO-00311,Beta_Supplies,2023-11-09,2023-11-18,Packaging,Pending,247,84.11,71.97,0.0,Yes,9.0,323.0,2998.58,Pending,0,60+
PO-00312,Alpha_Inc,2023-05-14,2023-06-02,MRO,Delivered,1031,102.01,98.65,0.0,Yes,19.0,492.0,3464.1599999999994,Delayed,0,60+
PO-00313,Alpha_Inc,2022-06-08,2022-06-19,Packaging,Delivered,1980,26.97,24.16,41.0,Yes,11.0,840.0,5563.799999999997,Delayed,0,60+
PO-00314,Epsilon_Group,2022-07-14,2022-08-03,Raw Materials,Delivered,1584,16.46,14.2,57.0,Yes,20.0,795.0,3579.8400000000024,Delayed,0,60+
PO-00315,Beta_Supplies,2022-10-31,2022-11-15,Office Supplies,Delivered,801,80.15,70.91,0.0,Yes,15.0,691.0,7401.240000000007,Delayed,0,60+
PO-00316,Beta_Supplies,2022-08-11,2022-08-25,Packaging,Delivered,193,63.86,57.46,0.0,Yes,14.0,773.0,1235.1999999999998,Delayed,0,60+
PO-00317,Beta_Supplies,2022-03-01,2022-03-05,Raw Materials,Delivered,658,86.62,79.85,72.0,Yes,4.0,946.0,4454.660000000007,On Time,0,60+
PO-00318,Epsilon_Group,2023-08-17,2023-09-04,Electronics,Delivered,1274,24.72,23.36,37.0,Yes,18.0,398.0,1732.6399999999992,Delayed,0,60+
PO-00319,Epsilon_Group,2023-07-10,2023-07-17,Packaging,Partially Delivered,1197,88.92,78.82,31.0,Yes,7.0,447.0,12089.70000000001,On Time,0,60+
PO-00320,Gamma_Co,2022-03-04,2022-03-12,Electronics,Delivered,236,28.43,28.11,11.0,Yes,8.0,939.0,75.52000000000007,On Time,0,60+
PO-00321,Gamma_Co,2022-11-18,2022-12-03,Raw Materials,Partially Delivered,1399,25.97,22.19,62.0,Yes,15.0,673.0,5288.219999999997,On Time,0,60+
PO-00322,Gamma_Co,2022-02-28,2022-03-04,Electronics,Delivered,513,24.91,22.58,29.0,Yes,4.0,947.0,1195.2900000000009,On Time,0,60+
PO-00323,Delta_Logistics,2022-02-21,2022-03-04,MRO,Delivered,1422,83.73,76.47,198.0,Yes,11.0,947.0,10323.720000000007,Delayed,0,60+
PO-00324,Alpha_Inc,2023-08-22,2023-09-03,Office Supplies,Delivered,1844,76.51,73.05,0.0,Yes,12.0,399.0,6380.240000000014,Delayed,0,60+
PO-00325,Gamma_Co,2023-05-04,,Electronics,Delivered,709,61.64,54.55,41.0,Yes,,0.0,5026.810000000002,On Time,0,Not Past Due
PO-00326,Delta_Logistics,2023-05-30,2023-06-15,MRO,Delivered,813,45.68,41.78,0.0,No,16.0,479.0,3170.699999999999,Delayed,0,60+
PO-00327,Delta_Logistics,2023-06-28,2023-07-01,Office Supplies,Delivered,1004,96.51,92.9,146.0,No,3.0,463.0,3624.4399999999996,On Time,0,60+
PO-00328,Epsilon_Group,2022-06-11,2022-06-15,Raw Materials,Delivered,452,46.45,40.39,9.0,Yes,4.0,844.0,2739.120000000001,On Time,0,60+
PO-00329,Beta_Supplies,2022-02-28,2022-03-12,Raw Materials,Pending,1419,83.91,71.46,137.0,Yes,12.0,939.0,17666.550000000003,Pending,0,60+
PO-00330,Beta_Supplies,2023-06-05,2023-06-23,Packaging,Delivered,1584,53.73,51.92,167.0,No,18.0,471.0,2867.0399999999922,Delayed,0,60+
PO-00331,Gamma_Co,2022-03-24,2022-04-11,MRO,Pending,196,44.36,43.81,6.0,Yes,18.0,909.0,107.79999999999944,Pending,0,60+
PO-00332,Alpha_Inc,2022-07-10,2022-07-14,Office Supplies,Delivered,1221,53.19,46.18,29.0,Yes,4.0,815.0,8559.209999999997,On Time,0,60+
PO-00333,Alpha_Inc,2022-03-12,2022-03-26,Packaging,Delivered,913,37.5,36.2,0.0,Yes,14.0,925.0,1186.8999999999974,Delayed,0,60+
